taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
Achroiostachys	1CB3E5EB-CC04-41C5-96E9-F24F9A163EA5	815916	13	Saprotroph	Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil, roots, leaf litter, and dead twig, or isolated from rhizosphere (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroiostachys aurantispora	C130FC3B-0B2A-4873-86E4-2E139063E993	815917	20	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic on plant material (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroiostachys betulicola	BB598F85-BCF5-4E46-944C-53E144FA0128	815919	20	Saprotroph	Soil Saprotroph	Possible	Microfungus	NULL	Isolated from rhizosphere (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroiostachys humicola	C6D49AD6-CDFD-4444-880B-486663242C91	815920	20	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroiostachys levigata	60A03288-B5B5-4A67-8443-410C97D30995	815921	20	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroiostachys phyllophila	9E6F23D8-378F-4695-8C35-94456F551027	815922	20	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic on plant material (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroiostachys saccharicola	555BD734-A2A5-45E4-B84C-4EF876E41C63	815923	20	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic on plant material - dead twigs (Lombard et al. 2016)	Lombard L, et al. 2016. Persoonia 36:156-246 ((https://doi.org/10.3767/003158516X691582))
Achroomyces	1CB1C43E-36B9-11D5-9548-00D0592D548C	17007	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Highly Probable	NULL	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)
Achrotelium	35BA9538-B0FC-4E2B-B38A-959D394C5C7A	16002	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acia	1CB1C43F-36B9-11D5-9548-00D0592D548C	17008	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Aciculopsora	088CBE40-ACFC-4092-8D4D-4E35F452312B	29066	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Aciculosporium	AFC027B6-5141-41BC-8378-F0A7CDF93604	41	13	Symbiotroph	Endophyte	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acicuseptoria	C6394A45-46BB-4395-8123-5359605AD246	804454	13	Pathotroph	Plant Pathogen	Highly Probable	Microfungus	NULL	Host - Rumex alpinus (Polygonaceae; on stems; Quaedvlieg et al. 2013)	Quaedvlieg W, et al. 2013. Studies in Mycology 75:307-390 ((https://doi.org/10.3114/sim0017))
Acicuseptoria rumicis	20A29F64-32E3-4156-AB34-0760AEEB9B73	804455	20	Pathotroph	Plant Pathogen	Highly Probable	Microfungus	NULL	Host - Rumex alpinus (Polygonaceae; on stems; Quaedvlieg et al. 2013)	Quaedvlieg W, et al. 2013. Studies in Mycology 75:307-390 ((https://doi.org/10.3114/sim0017))
Acidea	7CC63768-F204-4210-AAF6-02E7B15AC7B2	805195	13	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (HujslovÃ¡ et al. 2014)	Hujslová M, et al. 2014. Mycological Progress 13:819-831 ((https://doi.org/10.1007/s11557-014-0965-3))
Acidea extrema	E8D795C6-8D3C-474F-BE2E-4FD5A303184F	805425	20	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (HujslovÃ¡ et al. 2014)	Hujslová M, et al. 2014. Mycological Progress 13:819-831 ((https://doi.org/10.1007/s11557-014-0965-3))
Acidiella	028A017E-D5AB-45E0-AB27-BD2201A2D55E	564518	13	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (HujslovÃ¡ et al. 2013)	Hujslová M, et al. 2013. Fungal Diversity 58:33-45 ((https://doi.org/10.1007/s13225-012-0176-7))
Acidiella bohemica	99466C73-915A-47A8-B7B5-2A744AB6BF72	564519	20	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (HujslovÃ¡ et al. 2013)	Hujslová M, et al. 2013. Fungal Diversity 58:33-45 ((https://doi.org/10.1007/s13225-012-0176-7))
Acidiella uranophila	70199770-A639-4FC6-AAAC-E83D715D8403	811258	20	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (Kolařík & Hujslová 2015)	Kolařík M, Hujslová M. 2015. Czech Mycology. 67:37-38 ((http://www.czechmycology.org/_cmo/CM67104.pdf))
Acidomyces acidophilus	CB7BF4F4-9754-4BD1-B44A-13F991231BDC	511856	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Host - Cannabaceae, Moraceae, Oleaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
Acidothrix	5F3E3A0A-64EC-4D41-9B73-4958DAE0F1A7	805194	13	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (HujslovÃ¡ et al. 2014)	Hujslová M, et al. 2014. Mycological Progress 13:819-831 ((https://doi.org/10.1007/s11557-014-0965-3))
Acidothrix acidophila	A5BF25A2-34F2-4380-8E15-E67CDF1341E5	805424	20	Saprotroph	Soil Saprotroph	Highly Probable	Microfungus	NULL	Found in acidic soils (HujslovÃ¡ et al. 2014)	Hujslová M, et al. 2014. Mycological Progress 13:819-831 ((https://doi.org/10.1007/s11557-014-0965-3))
Aciesia	1C5706CD-7CD8-4E80-A0CF-3F7FF38A7D79	7017	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acitheca	27788515-D4E0-4D91-B093-F4B08AC3059E	25702	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acladium	1CB1C440-36B9-11D5-9548-00D0592D548C	7019	13	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acleistia	26E7BB61-9FEA-4CA3-87D4-9CC44D145A2D	7020	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acolium	E1EFAFC3-31FA-4E8A-9DD4-B576DBCF49C2	43	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)
Acompsomyces	70A9D7D1-8239-4E3A-9961-3A348B005AA7	45	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acremoniopsis	67CFCF54-E69C-4057-B8D2-45F7312AEB10	809883	13	Saprotroph	Undefined Saprotroph	Highly Probable	Microfungus	NULL	Saprobe isolated from forest soils (Crous et al. 2014)	Crous PW, et al. 2014. Persoonia 33:212-289 ((https://doi.org/10.3767/003158514X685680))
Acremoniopsis suttoniae	AB808C58-FED0-4D39-889E-7B3E4D7C40C9	823103	20	Saprotroph	Undefined Saprotroph	Highly Probable	Microfungus	NULL	Saprobe isolated from forest soils (Crous et al. 2014)	Crous PW, et al. 2014. Persoonia 33:212-289 ((https://doi.org/10.3767/003158514X685680))
Acremoniopsis suttonii	9687621A-34D4-4927-8418-E91838F10AFE	809884	20	Saprotroph	Undefined Saprotroph	Highly Probable	Microfungus	NULL	Saprobe isolated from forest soils (Crous et al. 2014)	Crous PW, et al. 2014. Persoonia 33:212-289 ((https://doi.org/10.3767/003158514X685680))
Acremoniula	C451545A-9D2C-4FD3-B145-B3C48857EDDE	7027	13	Symbiotroph	Endophyte	Probable	Microfungus	NULL	Endophyte isolated from living leaves of Commelina communis (Özaslan et al. 2015)	Özaslan C, et al. 2015. Jokull Journal 65:240-245
Acremonium	1CB17C40-36B9-11D5-9548-00D0592D548C	7028	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium acutatum	64B66164-A85D-4071-922D-CC79DB6F5209	308111	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium alternatum	1CB1AD21-36B9-11D5-9548-00D0592D548C	143790	20	Saprotroph	Wood Saprotroph	Highly Probable	Microfungus	Soft Rot	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany
Acremonium atrogriseum	304B8C15-B555-4009-92B3-5BE358640F6A	308119	20	Saprotroph	Wood Saprotroph	Highly Probable	Microfungus	Soft Rot	NULL	Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany
Acremonium brunnescens	AB2A3E57-6989-49E9-A056-0F94444B5283	308128	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium cavaraeanum	91CD4CD1-35F6-47DC-9071-1A0C1721EDFE	308132	20	Symbiotroph	Endophyte	Probable	Microfungus	NULL	Endophyte detection method-culture (David et al. 2016)	David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))
Acremonium charticola	83B5421D-7B3D-40B2-9299-85E2C0445D89	308134	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium crotocinigenum	37D65573-B9E1-47EB-9E5E-59731C74888B	308136	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acremonium fungicola	638954CA-E132-49AE-8521-6FE0A99C60D8	308147	20	Pathotroph	Fungal Parasite	Highly Probable	Microfungus	NULL	NULL	List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
Acremonium furcatum	65E61D24-1780-460E-ADCB-EA1C7CFFF7FA	308148	20	Saprotroph	Wood Saprotroph	Probable	Microfungus	Soft Rot	R-C Medium test showed cellulotytic activity.	Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/))
Acremonium fusidioides	87210BF8-6826-4958-AE3D-713459EB42B7	308149	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium hyalinulum	E4332D7D-E38B-49E8-BC8F-B77D2A977C1F	308158	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium implicatum	D7A69874-63D0-4F55-9582-08E1DF65D0CF	308160	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium kiliense	1CB1AE74-36B9-11D5-9548-00D0592D548C	252874	20	Symbiotroph	Endophyte	Possible	Microfungus	NULL	Endophyte detection method-culture (Christian et al. 2016)	Christian N, et al. 2016. Microbial Ecology 72:621-632 ((http://doi.org/10.1002/ecy.2543))
Acremonium murorum	DCCE9FBE-FEDD-4AFD-AE0E-14B157D285D7	308172	20	Saprotroph	Wood Saprotroph	Probable	Microfungus	Soft Rot	R-C Medium test showed cellulotytic activity.	Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/))
Acremonium nepalense	42048D60-6138-491E-8DA4-908F00CBD4FA	308174	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Endophyte detection method-culture (David et al. 2016)	David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))
Acremonium persicinum	1CB1AE79-36B9-11D5-9548-00D0592D548C	308180	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium pteridii	C33A62FB-D50C-4289-A9CE-63F5F872E7D3	308186	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Host - Bromeliaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
Acremonium recifei	1CB17C45-36B9-11D5-9548-00D0592D548C	308188	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium strictum	1CB17C46-36B9-11D5-9548-00D0592D548C	308201	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	Endophyte detection method-culture (David et al. 2016)	David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acremonium tubakii	1CB1AE7A-36B9-11D5-9548-00D0592D548C	308207	20	Pathotroph	Animal Pathogen	Probable	Microfungus	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Acremonium tulasnei	22E1BA8D-36ED-444E-9196-CCBACAAFA76D	308208	20	Pathotroph	Fungal Parasite	Highly Probable	Microfungus	NULL	NULL	List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
Acrocalymma	1CB1C441-36B9-11D5-9548-00D0592D548C	11008	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrocalymma medicaginis	1CB17C47-36B9-11D5-9548-00D0592D548C	130085	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acroconidiella	1CB17C48-36B9-11D5-9548-00D0592D548C	7030	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrocordia	4E585329-3A63-4CB0-859D-B0BAD29883B2	46	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Acrocordiella	DD2B070B-D73C-46B8-89D0-D5E9083CA9FF	47	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrocordiopsis	07B8625F-249C-4586-B7D7-01D6333B6A06	25277	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrocylindrium	E4A7E8DF-82B0-474D-A23E-76782AFFE832	7032	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acrocylindrium oryzae	EA457A2C-D389-424B-9CF8-AEFBA2414FD2	273091	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acrodictys	1CB17C4B-36B9-11D5-9548-00D0592D548C	7034	13	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Host - Arecaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
Acrodontium	1CB17C4E-36B9-11D5-9548-00D0592D548C	7035	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acrodontium simplex	97934834-865C-4089-AA63-65E30F0D5CD3	308231	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acrogenospora	1CB1C443-36B9-11D5-9548-00D0592D548C	7036	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrogynomyces	78187BAA-669F-41CD-BA4D-1B2FCB01BCCD	50	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrophialophora	1CB1C444-36B9-11D5-9548-00D0592D548C	7037	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acrophialophora fusispora	1CB1AE7C-36B9-11D5-9548-00D0592D548C	308237	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acroscyphus	4B5B4852-B243-4D30-86E9-39C13905550C	52	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Acrospermaceae	1CB1CCAA-36B9-11D5-9548-00D0592D548C	80430	9	Saprotroph	Stem Saprotroph-Wood Saprotroph	Probable	NULL	NULL	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
Acrospermoides	7F27B4D4-ED43-46EA-87BA-5DFF4C378BEF	53	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrospermum	1CB17C58-36B9-11D5-9548-00D0592D548C	54	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrosporium tingitaninum	D1EC33F5-E1A2-46C9-9934-622BB1B3FECD	308259	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Acrostalagmus	1CB1C447-36B9-11D5-9548-00D0592D548C	7044	13	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph	Probable	Microfungus	NULL	Host - Malvaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Acrostalagmus luteoalbus	ADB056C8-1DEA-48D6-B2F2-A22A3644B051	488126	20	Symbiotroph	Endophyte	Highly Probable	Microfungus	NULL	Host - Malvaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))
